index,context,target,output,domain
294,i have no self control when it comes to candy.,i have fresh employment mongering automobiles.,I have no self control when it comes to sports cars.,out_of_domain
295,i have no self control when it comes to candy.,i have fresh employment mongering automobiles.,My job allows me to afford all the candy I want.,out_of_domain
296,i have no self control when it comes to candy.,i have fresh employment mongering automobiles.,I lost a job for eating too much candy that was for sell.,out_of_domain
297,human automation is my passion.,my employment is manufacturing goods.,I use human automation in my business.,out_of_domain
298,human automation is my passion.,my employment is manufacturing goods.,I like working with machines.,out_of_domain
299,human automation is my passion.,my employment is manufacturing goods.,Wow that sounds like an exciting field.,out_of_domain
300,i am in advertising.,i like to listen to loud sounds.,How does that work? Lots of people say that but what does ot entail about someone or their abilities?,out_of_domain
301,i am in advertising.,i like to listen to loud sounds.,"Oh how interesting, how do you find inspiration for new ideas for your job? When I'm uninspired, I like to listen to music, what about you?",out_of_domain
302,i am in advertising.,i like to listen to loud sounds.,"I am in advertising and I've learned that spots that command attention are the most effective, which is good for me because I like listening to loud sounds.",out_of_domain
303,i reside on a zoo in a awesome state.,i am a rock star on the strings.,My favorite thing to do with my strings is visit the zoo and strum for the animals. They get excited when they hear the music.,out_of_domain
304,i reside on a zoo in a awesome state.,i am a rock star on the strings.,I play music at the zoo.,out_of_domain
305,i reside on a zoo in a awesome state.,i am a rock star on the strings.,I could never stay in a zoo.  I travel around the world with my band.,out_of_domain
306,i wish i had been able to meet my father because i am smart like him.," i come from spain , but most of my friend think i am from italy.",My dad was fully Italian.,out_of_domain
307,i wish i had been able to meet my father because i am smart like him.," i come from spain , but most of my friend think i am from italy.",my father was a professor in spain,out_of_domain
308,i wish i had been able to meet my father because i am smart like him.," i come from spain , but most of my friend think i am from italy.",My father is Spanish and has olive skin.,out_of_domain
309,i am a great cook.,i hate the taste of cheese.,I stay away from one ingredient that I hate.,out_of_domain
311,i am a great cook.,i hate the taste of cheese.,I love a great burger.,out_of_domain
312,i like puppies.,i do not like blue.,me too. i just bought a beautiful new sweater with a blue pup design.,out_of_domain
313,i like puppies.,i do not like blue.,My puppy has red fur which is my favorite color.,out_of_domain
314,i like puppies.,i do not like blue.,"My puppy has a red collar, since I don't like blue.",out_of_domain
316,i like puppies.,i do not like blue.,My neighbor once dyed his puppy's fur blue for Halloween and I hated it.,out_of_domain
317,i like puppies.,i do not like blue.,I like pitbulls but only certain types.,out_of_domain
318,i do not like music.,i have lots of friends.,Going to see a band with my mates is fun.,out_of_domain
319,i do not like music.,i have lots of friends.,neither do i or my many friends.,out_of_domain
320,i enjoy making other people laugh.,i love phones made by apple they are worth the money.,I like being a comedian.  I can now do it right on my expensive iphone through video recording.,out_of_domain
321,i enjoy making other people laugh.,i love phones made by apple they are worth the money.,I like to record my stand-up routine on my phone.,out_of_domain
322,i enjoy making other people laugh.,i love phones made by apple they are worth the money.,My favorite part about apple phones is taking funny selfies with them to make my friends laugh.,out_of_domain
324,i love foreign vehicles.,i dislike orange vegetables from the ground.,I think that I would love an orange car but it reminds me too much of carrots.,out_of_domain
325,i love foreign vehicles.,i dislike orange vegetables from the ground.,I had an orange car once.  I hated it because it reminded me of carrots.,out_of_domain
326,i take care of people.,in the future i want to drive a large vehicle.,I take care of people and drive them to their appointments.  I want to have a van to drive them though.,out_of_domain
327,i take care of people.,in the future i want to drive a large vehicle.,My mother used to drive a large van for the local mental health facility.,out_of_domain
328,i take care of people.,in the future i want to drive a large vehicle.,"I try to do that with my friends, I am the only one who has a car so I drop my friends off at work.",out_of_domain
330,i like to buy clothes.,i do not like numbers.,"I like buying things on sale, but it's hard to calculate the percentage off.",out_of_domain
331,i like to buy clothes.,i do not like numbers.,there is a 25% off sale at macys. how much would a 90$ jacket cost there?,out_of_domain
332,i like to buy clothes.,i do not like numbers.,It's a great feeling when there is a discount but I have having to do the math to figure out what I'm going to save.,out_of_domain
334,we have a dog.,my parents are still married.,I also have a dog. I adopted it when my parents got divorced.,out_of_domain
335,we have a dog.,my parents are still married.,My parents let me have a dog when I was a child.,out_of_domain
336,we have a dog.,my parents are still married.,My parents have the same dog that they had 10 years when they first got married.,out_of_domain
337,i play football.,i like to play video games.,"I need to actually play to improve my physical conditioning, but I hone my strategy by playing football in video games, which I love to play.",out_of_domain
338,i play football.,i like to play video games.,I don't get much exercise with my hobbies.,out_of_domain
339,my mom and dad knew a lot about science.,my work in the lab was always most important to me.,"I love science, but I'm the odd one out in my family.",out_of_domain
341,my mom and dad knew a lot about science.,my work in the lab was always most important to me.,Most of science takes place in the lab.,out_of_domain
342,i love going to the gym.,i love animals and i want to help them.,It is important for me to go to the gym so I am in good physical shape or my job helping animals.,out_of_domain
343,i love going to the gym.,i love animals and i want to help them.,I also love taking my dogs for a run. I have four dogs at the moment.,out_of_domain
344,going to restaurants is one of my favorite things to do.,i like the hue of the sky.,I like to sit outside eating at the restaurant and look at the sky.,out_of_domain
